customer_id,first_name,last_name,gender,customer_age,marital_status,education_level,employment_status,annual_income,credit_score,email,city,state,join_date
6177,Travis,Jennings,F,31,Divorced,High School,Unemployed,132016.0,786,bradfordjared@example.com, Jenniferside ,Louisiana,25-04-2013
6178,Henry,Flowers,Female,68,S,grad,Self-employed,88266.0,393,jennifergraves@example.net,Kellifurt,Montana,2001-09-20
6179,Joseph,Gibbs,male,62,single,high school,Self-employed,37518.0,653,Kimberly, West Ruth ,Kansas,2014-07-28
6180,Ashley,Brown,Female,63,single,,jobless,143064.0,568,wilsonmichelle@example.org,North Heather,Minnesota,2019-08-14
6181,Justin,Navarro,Male,68,,high school,jobless,73780.0,568,pattersonnancy@example.com,Deckerborough,South Carolina,1991-01-31
6182,Laura,Williams,male,70,D,Graduate,self employed,130604.0,497,ruth10@example.com,NORTH ASHLEYTON,Wyoming,1970/04/04
6183,Jeremy,Martinez,Other,35,S,,employed,159284.0,416,qanderson@example.com,Owensside,Michigan,1972/11/22
6184,Jose,Martinez,male,71,Divorced,High School,jobless,82286.0,397,julie55@example.org,KRISTOPHERSTAD,Montana,1999-04-12
6185,Alyssa,Murray,FEMALE,73,Married,High School,employed,182001.0,563,ccole@example.net,Adamborough,New York,03-07-2021
6186,Kristy,Pennington,Female,34,single,Graduate,,39237.0,547,sarahharper@example.org,West Pamelahaven,Oregon,1986-05-20
6187,Aaron,Clark,FEMALE,18,MARRIED,Graduate,,189456.0,392,kimberlymedina@example.org,Laurenstad,Missouri,15-10-1987
6188,Anthony,Curtis,F,32,single,Graduate,self employed,85138.0,390,ggrant@example.com,Toddhaven,Utah,2005/10/21
6189,Benjamin,Vargas,Male,28,,PG,Unemployed,164672.0,331,jhardy@example.com, North Mistyview ,Illinois,2010-06-23
6190,Todd,Allen,male,36,MARRIED,high school,,37128.0,646,lhodge@example.org,West Nancystad,Utah,2015-04-09
6191,Christopher,Thomas,F,26,D,high school,Employed,39975.0,356,danielleyu@example.com, Steventon ,Iowa,12-12-1995
6192,Emily,Farmer,FEMALE,34,Married,PG,employed,37313.0,736,robertsonlinda@example.com, Mccallside ,North Dakota,26-12-1977
6193,Chad,Gonzales,,49,S,Graduate,Self-employed,120204.0,1047,jeffreyramos@example.net,Christophershire,Tennessee,2022-06-06
6194,Jose,Johnson,F,43,MARRIED,Post Graduate,self employed,120176.0,783,kennethweber@example.net, Martinezview ,Ohio,2019-09-20
6195,Gary,Evans,Female,32,MARRIED,High School,Unemployed,139673.0,497,thompsonmichael@example.com, New Michaelport ,Ohio,2015-12-24
6196,Mark,May,FEMALE,65,Single,grad,Unemployed,73692.0,705,mitchellchristopher@example.net,Christinefurt,Arizona,26-03-2006
6197,Judy,Wyatt,Female,62,Single,Post Graduate,self employed,132778.0,367,rodriguezmichele@example.net,South Annachester,North Dakota,01-02-1999
6198,Ellen,Simpson,male,29,single,Post Graduate,,25051.0,505,frowe@example.org,Dawnview,Missouri,1985-02-24
6199,Thomas,Rivas,Other,48,MARRIED,PG,Retired,110960.0,704,millerjoshua@example.org,South Brittanymouth,Nevada,1989-05-14
6200,Kimberly,Thompson,FEMALE,18,MARRIED,PG,Unemployed,61838.0,319,fisherwendy@example.org, Lake Brent ,Nevada,2025/09/05
6201,Julia,Morris,Male,49,Married,PhD,jobless,160379.0,797,timothy92@example.net, Farleyberg ,Vermont,2002/04/04
6202,Michael,Young,FEMALE,77,S,high school,jobless,113279.0,641,martinwilliam@example.net,OWENVILLE,Louisiana,1997-07-30
6203,Lorraine,Ferguson,male,37,,PG,employed,186483.0,436,Jared,South Caitlinborough,Maryland,2004/06/09
6204,Terri,Hancock,Male,46,D,Post Graduate,jobless,39296.0,577,esanders@example.net,New Kirsten,Montana,1981-10-08
6205,John,Blackwell,F,74,Married,PhD,employed,170140.0,734,reyesdylan@example.com,LARSENCHESTER,West Virginia,1984-07-05
6206,Antonio,Stevens,Male,40,,,Retired,89642.0,516,granthannah@example.com, Raymondtown ,Alabama,15-08-1972
6207,Stephen,Mathews,M,51,Married,,jobless,23272.0,416,fryekristina@example.org,North Kimberly,North Carolina,1996-05-18
6208,Tammy,Owens,M,67,single,Graduate,Retired,161634.0,1198,michael41@example.org,NORTH CARL,Connecticut,2025/04/20
6209,Ryan,Newman,,38,Married,grad,,146068.0,499,zwebster@example.org,Lake Albert,Indiana,09-08-2002
6210,Jeffrey,White,Other,47,D,grad,Self-employed,75333.0,1054,maymegan@example.net,Joneston,New Jersey,1985-07-28
6211,John,Mcclain,,25,D,,,33519.0,489,glassdale@example.com,WEST DAVID,New Hampshire,1981-08-23
6212,Joseph,Allen,Male,67,Divorced,Post Graduate,Retired,185038.0,414,valenzuelajulie@example.org, EAST MICHAEL ,Wyoming,2017-01-12
6213,Courtney,Stevens,Other,62,single,High School,self employed,108560.0,1175,robert77@example.com,Thomasside,Alaska,2012/09/28
6214,Pamela,Delgado,,37,Divorced,PG,Self-employed,98458.0,426,kristin76@example.org,East Madisontown,New Mexico,30-12-1980
6215,Kimberly,Ross,,43,D,PG,Retired,84486.0,583,trevorcantu@example.net,Wallaceshire,North Dakota,1988/01/08
6216,Eric,Johnson,F,67,Divorced,grad,employed,48136.0,850,grussell@example.net,Thomasstad,Maine,2008/05/14
6217,Denise,Garcia,FEMALE,60,Married,PhD,self employed,49312.0,413,lucas67@example.net,New Katherinechester,Delaware,2007-09-30
6218,Kimberly,Landry,Female,56,S,grad,employed,120409.0,624,connorpotts@example.com,Hendersonstad,Nebraska,21-02-1973
6219,Maria,Howard,Male,50,D,,,92546.0,592,maria65@example.org,Lake Michael,South Dakota,07-03-2016
6220,James,Kelley,Other,23,MARRIED,Doctorate,self employed,130337.0,635,thomasashley@example.net,NORTH MARYFURT,Wyoming,1979-12-28
6221,Shawn,Saunders,FEMALE,60,Married,high school,self employed,66127.0,833,walter86@example.com,EAST BRIANTOWN,Hawaii,1971-06-08
6222,Ashlee,Mills,Other,46,Single,Post Graduate,Employed,174527.0,334,rachelgeorge@example.net,Crossburgh,Alabama,1990/02/07
6223,Suzanne,Roberts,M,25,Divorced,Graduate,self employed,187624.0,484,jenniferwhitney@example.org,East Lisashire,Alaska,1978-08-18
6224,Jocelyn,Jones,Unknown,42,Divorced,Graduate,,137206.0,454,maria19@example.com,South Mackenzie,Michigan,1997-05-03
6225,Dana,Riddle,Other,26,Single,High School,Employed,152042.0,477,edwardwall@example.org,New Jessica,Pennsylvania,09-04-1971
6226,Amy,Gonzalez,Male,45,MARRIED,Post Graduate,Retired,102180.0,347,mhernandez@example.org,Whiteborough,Vermont,1973-01-16
6227,Jeremiah,Edwards,Other,51,single,PhD,Unemployed,147414.0,587,Roger,SMITHLAND,Mississippi,1978-06-06
6228,Anna,Little,Other,52,,high school,Retired,195913.0,634,kaitlyn33@example.org, Matthewshire ,Maryland,2003-06-19
6229,Christina,Wilson,Male,58,D,high school,employed,116590.0,621,gomezmarcus@example.net,South Craig,Maine,1971-02-17
6230,Cheryl,Rogers,,47,Divorced,high school,Employed,174073.0,749,thorntonkevin@example.net,Davisport,Maine,2018-10-11
6231,Heather,Tucker,M,78,Divorced,high school,self employed,26463.0,617,jasmineshepherd@example.com, Michaelmouth ,Texas,1979-12-26
6232,Russell,Ford,Male,67,Divorced,PG,Employed,38950.0,639,joseph79@example.com,Davidmouth,Rhode Island,2013-09-23
6233,Jerome,Bailey,FEMALE,20,Married,High School,Self-employed,115528.0,377,michael60@example.com,DAVIDTON,Utah,2014-08-28
6234,Michael,Walter,M,24,Single,,Employed,138937.0,564,Lawrence, South Amberfort ,Illinois,2015-04-17
6235,Stephanie,Mora,Male,70,S,,Employed,197357.0,468,wmorales@example.com, DAVIDCHESTER ,Missouri,2003-01-31
6236,Alison,Mcguire,M,25,S,Graduate,Self-employed,99524.0,616,gelliott@example.com,East Wanda,Illinois,2014-07-14
6237,Robert,Cook,male,25,Married,grad,Unemployed,61525.0,675,michaelfrancis@example.net,Snowville,Wisconsin,1993-03-07
6238,James,Watson,FEMALE,58,Divorced,Graduate,jobless,178123.0,603,elizabethramsey@example.com,Kimberlymouth,Oregon,1978-07-26
6239,Michelle,Martinez,male,69,MARRIED,High School,jobless,176220.0,488,lgreen@example.com,MELISSAHAVEN,Nevada,28-02-2014
6240,Heather,Miranda,male,51,Married,grad,jobless,153325.0,476,twright@example.com, Johnsonmouth ,Maryland,1988/01/27
6241,Stephen,Wolfe,Unknown,60,Divorced,high school,jobless,108263.0,375,jeremyanderson@example.org, NEW ERINBURY ,Vermont,07-11-2012
6242,Brandon,Hale,F,55,S,High School,Retired,174740.0,609,fernandezlouis@example.net,West Hollyfurt,Ohio,06-02-2001
6243,Sarah,Ross,F,29,D,High School,Employed,55947.0,676,Mark,EAST JUSTINTON,Indiana,1997-12-06
6244,Deborah,Nunez,,20,,,self employed,176602.0,520,livingstoncarla@example.net, New Patricia ,New Jersey,29-08-2020
6245,Ruben,Burns,F,49,Married,Post Graduate,Self-employed,195489.0,449,taylorpaula@example.org, WEST JOHNBERG ,Florida,2012-03-12
6246,Rebecca,Smith,F,30,MARRIED,high school,self employed,77280.0,302,qthompson@example.net,EAST TRACEYPORT,Hawaii,1988-01-04
6247,Elizabeth,Webb,Female,62,single,grad,,101463.0,743,Kerry,SOUTH TIFFANYMOUTH,Illinois,1975-02-18
6248,Kyle,Jones,,38,Divorced,Doctorate,Employed,85308.0,559,david71@example.org,East Monicaberg,Kansas,2021/04/09
6249,Jeremy,Brown,Unknown,74,Married,Doctorate,Retired,138937.0,826,conwayvictoria@example.org, Johnchester ,Louisiana,03-10-2015
6250,Jeffrey,Ramirez,male,52,,Graduate,self employed,109547.0,772,crystalhurst@example.net,North Joelport,Wyoming,04-01-1971
6251,Gary,Norton,Unknown,27,Divorced,grad,Employed,41345.0,1099,zbentley@example.com,Romerofort,North Carolina,2000-09-06
6252,David,Baldwin,,76,Divorced,Post Graduate,Self-employed,199922.0,771,heather34@example.net, East Cesarstad ,Montana,01-09-1991
6253,Bryan,Adams,,74,Divorced,,Employed,68605.0,838,melissaharvey@example.com,Robertchester,Virginia,1983-09-15
6254,Tara,Thomas,F,57,S,grad,self employed,82573.0,479,denise47@example.net, West Ana ,Kentucky,2016/01/22
6255,Alicia,Mendoza,,32,D,high school,Employed,123197.0,539,richardrich@example.net,SOUTH ANGELA,Delaware,2024-04-04
6256,Lonnie,Bowman,Unknown,39,Single,PhD,Unemployed,174518.0,430,abigailspence@example.com,Lake Rachelburgh,Maine,1998-06-02
6257,Jonathan,Fritz,male,33,Divorced,Graduate,Employed,147558.0,418,michael89@example.net,South Brittany,Washington,2005-03-18
6258,Johnny,Olson,male,25,D,grad,Self-employed,175698.0,566,rushkathleen@example.com,New Sarahburgh,Oklahoma,2005/03/20
6259,Molly,Ramirez,F,67,S,Post Graduate,Unemployed,172247.0,346,hebertpatricia@example.org,Tuckerside,Maryland,1995-08-24
6260,Michelle,Rodriguez,M,49,Divorced,Graduate,Employed,106382.0,526,hornelizabeth@example.com,CESARLAND,North Carolina,1997/04/06
6261,Peter,Ryan,Female,37,Single,grad,Retired,101626.0,470,amybutler@example.net,Kelseyberg,Georgia,1979/06/23
6262,Carla,Gonzalez,M,67,,PG,jobless,78066.0,942,Henry,North Daniel,Colorado,1983/10/13
6263,Angela,Foster,,53,,High School,Retired,143738.0,842,cory00@example.com,RICHARDSHIRE,Missouri,1986-08-06
6264,Michael,Morrow,Other,66,Single,high school,Employed,106370.0,457,juliefitzgerald@example.org,LAKE CHRISTINA,Oregon,1993/05/04
6265,Ruth,Johnson,M,66,D,Graduate,Unemployed,44154.0,607,margaretcollins@example.com,West Xavier,Wyoming,2005-08-03
6266,Scott,Williams,Male,74,S,Graduate,Employed,59408.0,750,kimberlyolson@example.org,NORTH SANDRASIDE,North Carolina,1996-02-10
6267,Daniel,Collins,M,77,,Graduate,Unemployed,169188.0,600,adammoore@example.net,West Jesse,Georgia,1992/08/14
6268,Mackenzie,Rodriguez,M,55,single,high school,Unemployed,165219.0,688,kyle67@example.net,ANDREABOROUGH,Ohio,2014/08/04
6269,Jamie,Lee,M,21,Divorced,,employed,116101.0,457,jason88@example.com, EAST JACKIE ,Ohio,24-07-2010
6270,Terry,Thompson,Other,78,MARRIED,High School,,161991.0,369,jacobjohnson@example.org,Robertmouth,Louisiana,2023-12-17
6271,Clarence,Miller,Male,50,MARRIED,,Self-employed,25808.0,417,ryanamy@example.net,Port Jonathanport,Kansas,06-10-2002
6272,Wendy,Jensen,male,24,Single,Graduate,Retired,186135.0,495,kaylamartinez@example.com,ASHLEYBURY,Alaska,2022-11-21
6273,Nancy,Carpenter,Other,23,D,grad,Self-employed,52777.0,685,peggy41@example.org,Christopherside,New York,1994-08-09
6274,Christopher,Bennett,,72,Married,High School,Employed,96531.0,637,fritzpaul@example.com, Port Savannah ,Wisconsin,1973/09/10
6275,Marcus,Stewart,,18,single,PhD,Self-employed,43127.0,678,joseph34@example.net, North Shawn ,Minnesota,2025/12/29
6276,Karen,Davis,F,58,S,high school,employed,78437.0,820,pjohnson@example.net,Chadtown,New Hampshire,10-11-1975
6277,Mark,Thomas,F,49,Married,Doctorate,Employed,141202.0,601,greenkatherine@example.com,Sheltonside,North Carolina,23-02-2023
6278,Daniel,Moses,F,59,,Post Graduate,self employed,115421.0,309,gary44@example.org, SOUTH KIRSTENTON ,Massachusetts,2003/09/05
6279,Penny,Wilkins,FEMALE,69,Married,Doctorate,Self-employed,159664.0,850,bhunter@example.net, Douglashaven ,Vermont,2002/11/06
6280,Heather,Kelley,Male,22,,Post Graduate,jobless,169918.0,620,vscott@example.net, SOUTH CHRISTINEBURY ,Oregon,1992/05/11
6281,Patricia,Fleming,Unknown,59,D,PG,employed,21342.0,475,christina36@example.net, West Cody ,New Jersey,15-02-1976
6282,Katherine,Waters,F,45,Married,high school,Self-employed,174439.0,533,parkluke@example.net,Port Kimberly,Ohio,2000/05/21
6283,Melissa,Gutierrez,Unknown,64,Single,,self employed,32735.0,440,thill@example.net,South Christopherbury,Utah,1999-08-07
6284,Christopher,Erickson,Female,52,D,PhD,jobless,49577.0,462,lowesharon@example.org,Maldonadohaven,Missouri,2017-10-12
6285,Jennifer,Thompson,M,76,Married,Graduate,self employed,91811.0,549,lynn42@example.org, South Bethfurt ,Oregon,2021/12/03
6286,Kristen,Allen,Unknown,37,single,,Retired,119207.0,721,diazronald@example.org,West Brent,New Jersey,2006-11-10
6287,Stephanie,Fisher,male,27,Divorced,Graduate,self employed,123383.0,626,elizabeth63@example.net,Andersonfurt,Idaho,2020-08-22
6288,Jeffrey,Wilson,male,56,Married,Graduate,Retired,167465.0,831,jamesgilbert@example.org,SOUTH MATTHEW,Iowa,2007/01/12
6289,Krista,Lozano,Male,59,single,PhD,jobless,35800.0,664,nicholaswagner@example.com,Michaelberg,Georgia,2003/06/03
6290,John,Collins,,41,,Doctorate,,90457.0,619,pereztimothy@example.org,Fordton,California,1979/08/05
6291,Jennifer,Reed,Male,48,MARRIED,High School,jobless,128228.0,717,scooper@example.org,Baileyberg,North Carolina,1986/06/30
6292,Jason,Schmidt,,66,MARRIED,high school,employed,114956.0,727,ian10@example.org, Port Ana ,Idaho,1992-12-01
6293,Andrew,Keller,Other,35,D,High School,,81202.0,1158,carolyu@example.com, Hoffmanchester ,Kansas,2020-10-29
6294,Stephanie,Wilson,F,54,MARRIED,PhD,Retired,185675.0,509,Gloria,West Josephville,Florida,2021/08/24
6295,Thomas,Howard,Male,33,Single,High School,Unemployed,128350.0,514,brownryan@example.com,MICHAELFORT,Connecticut,11-06-1992
6296,Monica,Ramsey,Male,26,Single,Doctorate,Employed,95457.0,840,shawjonathan@example.net,NEW EDDIE,Indiana,2011-02-08
6297,Kevin,Garcia,Other,23,MARRIED,grad,Retired,90066.0,553,murrayhoward@example.com, West Vanessa ,Delaware,1975-09-29
6298,Meagan,Carter,M,43,single,grad,Retired,126326.0,691,brownsara@example.org,Katherinestad,Mississippi,1979/11/12
6299,Vincent,Lopez,Other,31,single,grad,employed,75602.0,1101,lopezdustin@example.org, Lake Andrefurt ,Oklahoma,2010-01-11
6300,Monique,Mills,Female,37,D,,Retired,112917.0,712,hallkatherine@example.net, PORT SHELBYVIEW ,Utah,2025-02-14
6301,Michael,Harper,M,66,MARRIED,grad,Retired,110722.0,521,bstephens@example.net,South Jamesfort,Indiana,2010/11/23
6302,Nicole,Baker,Unknown,37,single,high school,Employed,79259.0,363,sara88@example.org,South Calvin,Florida,2021/12/30
6303,Kathleen,Dunn,Other,80,MARRIED,high school,employed,80968.0,508,hannahthornton@example.net,EAST TONY,New Mexico,15-09-2017
6304,Heidi,Scott,Female,70,,Graduate,employed,188887.0,621,linda24@example.net,Hernandezborough,California,2021/03/11
6305,Brittany,Roy,FEMALE,77,Married,High School,self employed,36609.0,768,umoran@example.net,Salinasstad,Iowa,2006/03/05
6306,Joseph,Bradley,male,74,Married,Graduate,Self-employed,20402.0,500,nathanieljones@example.net,Rachelchester,California,1993-04-01
6307,Francisco,Rogers,Other,29,Married,grad,Unemployed,26266.0,346,Joshua, East Craig ,Oklahoma,2004/06/18
6308,Cameron,Bishop,FEMALE,54,Single,Doctorate,employed,114036.0,678,zdudley@example.org,Desireeshire,Florida,07-03-2006
6309,Peter,Raymond,FEMALE,40,Single,grad,jobless,55266.0,546,padillaalexandra@example.net,Manuelmouth,Wisconsin,1992/03/16
6310,Amanda,Mooney,male,55,Divorced,Doctorate,jobless,103624.0,610,suemoore@example.org,South Josephberg,Alabama,1989/04/26
6311,Eric,Pena,Other,48,Married,High School,Employed,,405,hbrown@example.net,Floresmouth,Washington,2012-08-19
6312,Stephanie,Scott,,36,Married,PG,employed,37409.0,427,brian82@example.com,EAST JACKIESTAD,Idaho,17-01-2017
6313,Ryan,Clarke,M,29,MARRIED,high school,Retired,192474.0,610,thomas03@example.com, WEST JAMIE ,California,2006/04/28
6314,Erika,Foster,Unknown,76,S,Doctorate,,130914.0,540,tiffanyhumphrey@example.com, South William ,Louisiana,1997-05-29
6315,Zachary,Boyd,M,31,D,Doctorate,jobless,147213.0,706,alishacoleman@example.net,Matthewmouth,North Carolina,11-01-1984
6316,Michelle,Scott,FEMALE,40,S,grad,Self-employed,133649.0,519,tjohnson@example.com,SOUTH DAVIDFURT,New Hampshire,08-04-2001
6317,Emily,Larson,male,60,Married,Post Graduate,Unemployed,121085.0,805,robertselizabeth@example.net,West Kevin,Massachusetts,1984-02-03
6318,Megan,Jimenez,M,65,D,grad,jobless,105745.0,331,dyerrobert@example.org,RHONDAMOUTH,West Virginia,1980-07-01
6319,David,Martin,Male,28,Divorced,Post Graduate,Unemployed,73424.0,547,perrywilliam@example.net,North Stephanie,Indiana,24-10-1973
6320,Christopher,Harris,M,35,MARRIED,Post Graduate,jobless,34810.0,688,michelle32@example.org,Blanchardside,Virginia,1985-07-18
6321,Melissa,Harris,,33,S,PG,self employed,114782.0,818,jonathan80@example.net,NEW AMANDABURGH,Delaware,2021/08/14
6322,Eric,Jensen,Female,60,MARRIED,Post Graduate,Retired,129766.0,675,shelleyjacobs@example.org, EARLSIDE ,Illinois,2010-02-20
6323,James,Jackson,,75,Single,,Unemployed,161560.0,829,tamara76@example.org,South Christophertown,Ohio,2010-09-23
6324,Jason,Ayers,M,64,D,PG,Employed,174074.0,416,henryaaron@example.net,Powellburgh,Minnesota,1986-06-17
6325,Joseph,Johnston,Unknown,48,D,High School,self employed,190097.0,667,susangray@example.com, Jaredbury ,Kansas,2002/09/05
6326,Richard,Keller,,53,MARRIED,PhD,Employed,122176.0,356,jensenian@example.com,Dalestad,California,13-07-1974
6327,Andrew,Mckee,M,73,S,High School,employed,66565.0,755,webbjames@example.org,Murphyborough,Utah,2008/03/06
6328,Linda,Gibson,Male,40,Single,High School,,68288.0,1048,tristan60@example.net, JOHNSONSIDE ,Tennessee,2014-12-30
6329,Erin,Lam,FEMALE,76,S,PhD,self employed,135938.0,698,wmartinez@example.org,North Susanland,Nebraska,05-07-2004
6330,Paula,Christensen,M,64,MARRIED,Doctorate,Retired,82273.0,500,fbishop@example.net, Jonathanville ,Connecticut,1980-05-04
6331,Tina,Parker,male,50,,High School,employed,33623.0,657,stephenwallace@example.com,West Christopherport,West Virginia,1997/08/10
6332,Curtis,Miller,Unknown,29,D,Post Graduate,Retired,,346,stephaniecantu@example.net,YOUNGVILLE,Indiana,1994-08-06
6333,Robert,Tapia,M,22,S,Doctorate,Self-employed,136568.0,399,nguyencaleb@example.org, STRICKLANDVILLE ,South Carolina,1991/10/02
6334,Nathaniel,Bailey,,28,Divorced,High School,Unemployed,32513.0,412,ashley23@example.org,JANETSTAD,Illinois,2017/06/03
6335,Tiffany,Powers,M,50,,Graduate,Self-employed,20022.0,737,twhitney@example.org,Johnsonview,Mississippi,1974/01/16
6336,Anthony,Moody,male,37,S,PhD,Employed,28521.0,391,ierickson@example.net, Garzafort ,North Dakota,1990-12-25
6337,Evelyn,Bell,Unknown,120,S,Doctorate,Self-employed,22108.0,840,christopherpark@example.com, Josephchester ,Nebraska,08-06-2025
6338,George,Smith,,21,MARRIED,PhD,,99974.0,497,patriciaswanson@example.net,NORTH JESSICA,Georgia,1995/11/11
6339,Destiny,Arellano,Unknown,78,S,High School,,26795.0,595,richard52@example.org,Riveraland,West Virginia,1971-03-01
6340,Vicki,Watkins,Female,30,Single,grad,Retired,151365.0,739,glennmack@example.com,Theresabury,Tennessee,2008-08-14
6341,Kristina,Rhodes,male,23,single,PG,Self-employed,110571.0,628,Elizabeth,Port Maryshire,Arkansas,20-01-2018
6342,Shawn,Henry,FEMALE,59,single,High School,Unemployed,130547.0,760,Kelly,Hannahberg,Alaska,1997/11/03
6343,James,Scott,Other,30,S,Graduate,employed,58399.0,953,ahenderson@example.net,NORTH LAWRENCESTAD,Massachusetts,10-02-1990
6344,Kelly,Ward,Other,37,Divorced,Graduate,employed,74484.0,375,jennifersimmons@example.net, WEST ANGELA ,Florida,1988/07/27
6345,Jennifer,Owen,FEMALE,53,MARRIED,high school,Employed,85619.0,478,delgadorobert@example.net,North Annaview,Mississippi,2001-07-28
6346,Shawn,Lucas,,79,Single,PhD,self employed,45195.0,494,christopherbaker@example.org,New Edward,Nebraska,2024-09-17
6347,William,Collins,Female,45,Divorced,High School,employed,142998.0,416,valerieanderson@example.net,East Jeremiahborough,Colorado,1988-07-20
6348,Richard,Ramsey,Unknown,18,,Graduate,employed,105384.0,844,patricia56@example.net,South Mitchellbury,Ohio,2009/02/27
6349,Pamela,Woodward,Male,104,Married,Doctorate,,75165.0,803,james59@example.net,Davidville,Tennessee,2008-11-23
6350,Jay,Harris,Other,22,,High School,jobless,41708.0,745,matthew24@example.net,HALLVIEW,Alabama,15-12-2009
6351,Kyle,Ayers,FEMALE,18,Divorced,,Retired,34436.0,816,julia56@example.net,Port Oscar,Maine,14-07-1998
6352,George,Evans,Female,37,Married,,,30341.0,621,markgriffin@example.org,North Josemouth,Georgia,1981-04-30
6353,James,Roberts,Female,38,Married,PhD,Unemployed,60356.0,755,rowlandthomas@example.com,SOUTH AMANDABOROUGH,North Dakota,06-08-2007
6354,Ryan,Jackson,FEMALE,41,Single,high school,Employed,94020.0,526,petersonamanda@example.net,PORT CHRISTINA,Mississippi,06-06-1987
6355,Nicole,Oliver,Male,48,Single,High School,Self-employed,87519.0,329,barbaracoleman@example.org,PORT MARYFURT,Pennsylvania,29-12-2014
6356,Walter,Combs,Other,75,single,grad,jobless,135788.0,752,goodwinjeffrey@example.org,East Allen,Kentucky,02-04-2004
6357,Jaime,Miller,,65,S,Doctorate,Unemployed,78414.0,758,tracyschaefer@example.org, New Laura ,Missouri,26-01-1989
6358,Heather,Powell,Unknown,72,single,Graduate,self employed,92657.0,504,stacey48@example.net,NORTH SARA,New Jersey,1988-07-03
6359,Phillip,Krueger,Female,80,Divorced,High School,Retired,79167.0,800,gibsoncharles@example.org,Nathanside,Virginia,2008-07-27
6360,Laura,Brennan,,64,single,,Self-employed,23896.0,794,chavezolivia@example.net, Howellmouth ,Massachusetts,29-06-2006
6361,John,Bennett,male,34,Married,Doctorate,self employed,,430,vbishop@example.net,North Jamie,Georgia,1989-10-27
6362,Shawn,Freeman,Other,40,single,,,52715.0,312,scunningham@example.com, COMPTONMOUTH ,New Mexico,03-07-1984
6363,Richard,Hoover,Male,31,S,PG,,140665.0,421,ehale@example.com,East Donald,South Dakota,26-10-2007
6364,Carol,Shepard,Female,53,,Graduate,jobless,140002.0,666,edwardjohnson@example.net,Pacestad,Florida,1980-11-26
6365,Megan,Moody,F,18,Divorced,high school,jobless,145782.0,488,ksilva@example.net,NORTH KELLYTON,Alabama,2009/05/20
6366,Justin,Frederick,FEMALE,32,,high school,Retired,70799.0,749,robertsondiane@example.org,DONALDSIDE,Ohio,1986-04-29
6367,Jonathan,Mcconnell,F,22,single,high school,Employed,185020.0,499,angelastanton@example.com, Lake Johnberg ,Washington,1981-05-27
6368,Ann,Johnson,M,52,D,PhD,Unemployed,100583.0,524,ericperry@example.com,SOUTH SARAH,Arizona,2014-12-23
6369,Angela,Sullivan,Other,51,,Doctorate,employed,76362.0,454,Deanna,North Dawn,Kentucky,2012-09-13
6370,Robert,Tran,male,33,Single,Doctorate,employed,43501.0,819,gwolfe@example.org, East Angelaville ,Wyoming,20-08-1987
6371,Sara,Smith,male,74,Single,grad,employed,34456.0,777,trevor07@example.net,JONATHANMOUTH,West Virginia,28-08-2005
6372,Jorge,Myers,Female,61,Divorced,,self employed,165395.0,395,jimenezkenneth@example.net, DAVISPORT ,South Carolina,13-11-2002
6373,Diana,Huang,Unknown,56,S,high school,,63948.0,519,awilliams@example.com,BARRCHESTER,Delaware,1986-07-17
6374,Sandra,Spencer,Male,34,D,PG,Retired,134574.0,746,nancy27@example.net,WEST GLENDA,Virginia,1972/12/29
6375,Heather,Harris,Other,40,MARRIED,PG,Employed,158953.0,805,diazdiana@example.net,Gardnerborough,Massachusetts,2002-05-22
6376,Daniel,Berg,Other,79,D,high school,self employed,185507.0,797,jleach@example.net,Lauraland,South Dakota,2000/10/02
6377,George,Smith,FEMALE,20,Married,PG,Retired,22113.0,447,Christine,West Breannabury,North Carolina,30-11-1977
6378,James,Moran,Male,49,S,Doctorate,Retired,75856.0,469,connieflores@example.net,Markhaven,Wyoming,08-02-1982
6379,Michael,Silva,Male,57,Divorced,grad,Retired,25387.0,718,xyang@example.net,Port Angelahaven,Connecticut,16-12-1995
6380,Angel,Simpson,,58,Single,PG,employed,184603.0,547,sherririvera@example.com,Scottborough,Georgia,1985-12-07
6381,Vanessa,King,Unknown,23,Single,PhD,Self-employed,,348,natalie63@example.net,New Amber,West Virginia,1989/03/06
6382,Aaron,Rubio,Male,49,Married,Doctorate,Employed,107633.0,429,abbottryan@example.com,South Tristan,South Carolina,1993/05/17
6383,Mark,Thompson,Unknown,18,,grad,Retired,40840.0,1075,fhowell@example.org,NEW DEREKCHESTER,Massachusetts,1983-06-02
6384,Christopher,Elliott,M,44,MARRIED,Post Graduate,employed,64424.0,819,jonesscott@example.org,Clementsshire,Utah,2014/06/21
6385,Nancy,Davis,,53,S,high school,Employed,99279.0,574,Steven,LAKE CHRISTOWN,Georgia,12-09-2008
6386,Emily,Jackson,male,23,Single,High School,Employed,74493.0,596,jasonallen@example.net,New Sarahfort,Wisconsin,2007-03-31
6387,Beth,Campbell,Male,49,single,,Self-employed,103179.0,527,charlesdouglas@example.org,Simonstad,Vermont,1987-09-30
6388,Tyler,Armstrong,,24,Divorced,Post Graduate,Self-employed,50145.0,841,evansmith@example.org,GOMEZVILLE,Montana,23-07-1978
6389,Michael,Brooks,F,37,S,High School,,32178.0,399,dcarter@example.com, MURPHYMOUTH ,Wyoming,08-02-1995
