card_id,customer_id,card_type,card_network,card_number,account_open_date,credit_limit,available_credit,interest_rate,annual_fee,minimum_payment_due,card_status
7012,3489,Gold,Mastercard,4965848979339210347,2009-02-17,13325,11025,15.9,0.0,161,
7013,7237,Platinum,Mastercard,2274207068608732,1977-11-18,14897,12053,22.5,0.0,440,active
7014,8909,Platinum,Visa,5334837871044559,1975-11-30,10883,10180,18.99,99.0,139,Blocked
7015,3526,Silver,,3500884453270643,1983-11-18,4567,2684,15.9,,168,Closed
7016,9182,GOLD,Amex,2720461808892920,1996-11-24,6663,3599,18.99,,474,Blocked
7017,5746,silver,Mastercard,213192634997603,2018-05-02,5149,1897,22.5,,489,Closed
7018,7988,Platinum,Visa,4222093417259545,2009-04-18,18051,16163,,150.0,289,active
7019,7156,Gold,,340840513702934,1971-01-06,19464,14815,18.99,99.0,357,Active
7020,8827,Silver,Mastercard,578282137426,1990-12-08,8758,6509,15.9,150.0,182,
7021,5714,Gold,visa,676103587090,1978-07-11,15735,15261,15.9,0.0,13,
7022,20,Platinum,Visa,345747468303144,2010-12-07,2581,1815,22.5,0.0,361,Blocked
7023,2153,Silver,Visa,30258434646046,2010-12-03,4411,2839,18.99,,426,active
7024,6544,Silver,Amex,3598782571151047,2008-03-28,7533,5429,15.9,99.0,182,active
7025,1917,GOLD,,180023141502934,1987-06-28,18403,14453,15.9,150.0,146,Blocked
7026,1114,silver,visa,3566397878874122,2003-03-02,19599,17348,,99.0,57,Blocked
7027,157,silver,Amex,349470622934540,1996-06-11,17540,16478,12.5,150.0,123,Blocked
7028,9145,GOLD,Visa,4765223050989081,2024-06-20,9469,5528,22.5,50.0,478,active
7029,1046,Platinum,Amex,6011240889812406,1995-12-13,12900,11007,18.99,99.0,95,Closed
7030,9626,GOLD,Mastercard,6592474037855077,2002-06-27,4315,1168,,50.0,374,Closed
7031,5784,Silver,,676128590038,1977-12-24,2498,664,15.9,,363,active
7032,4037,silver,visa,213165818393872,1994-06-10,12434,8168,18.99,50.0,211,Blocked
7033,2457,Platinum,Visa,6523898764991305,1982-01-16,17082,15297,22.5,,233,Active
7034,1753,,Mastercard,4156448383903338,2011-02-07,9601,4833,,99.0,47,Active
7035,4069,Platinum,Amex,4783802483278,2004-06-05,17525,15128,,,370,active
7036,8195,silver,Visa,3585307165381472,2004-11-25,17641,13326,15.9,99.0,323,Blocked
7037,9262,silver,Amex,3518610107958717,1984-12-11,8589,6697,,0.0,426,Blocked
7038,1715,Gold,,213113807727577,1976-12-06,5688,4132,15.9,50.0,383,Active
7039,9846,GOLD,Visa,36182056249299,2021-11-05,5496,2676,12.5,99.0,111,Active
7040,10388,,,374548888587553,2022-08-31,13863,10095,22.5,0.0,256,
7041,494,Silver,visa,2331653122337977,2016-01-17,19606,15884,15.9,,284,Active
7042,7055,Gold,Mastercard,4696018434812,1984-02-12,15217,14061,12.5,0.0,350,Active
7043,8896,Gold,visa,4754854382874,1983-05-05,14014,11452,15.9,,380,Active
7044,4460,GOLD,Mastercard,675940152498,1987-01-03,5654,5362,12.5,,232,Closed
7045,5263,,Visa,4643488452350269343,1985-06-21,11894,8714,12.5,,51,Active
7046,2131,,,30079399871530,2003-02-16,12776,8906,,,254,Active
7047,4186,Platinum,visa,4395823064011596,1995-05-08,10953,8062,12.5,150.0,302,Active
7048,8374,silver,,373151504224791,2009-08-09,8905,7324,15.9,50.0,327,Active
7049,481,Platinum,Amex,3571925646717166,2020-10-13,16260,13961,,99.0,379,
7050,8645,Gold,,4365379123584004,2024-03-01,13922,9062,,50.0,415,Closed
7051,3161,Silver,,4200907269963308,2008-08-29,13931,11109,,99.0,211,
7052,7037,,Amex,4503092822249489,1971-10-16,8119,4770,,,443,Closed
7053,5843,Gold,Amex,3549523867277983,1982-01-19,10377,7342,22.5,99.0,295,
7054,3220,Platinum,Visa,4395969326651,1982-10-26,15526,14149,22.5,50.0,437,Blocked
7055,7246,,Amex,30409094348387,1979-06-26,19728,16916,15.9,50.0,26,Active
7056,8235,Gold,visa,4228787028607,1993-06-16,15069,10570,,99.0,110,Blocked
7057,2731,Gold,Amex,4843255975097679,2007-02-14,11801,7258,12.5,,157,active
7058,5424,,Visa,4337248283634,1978-04-04,12798,10910,15.9,,298,Blocked
7059,902,,Amex,3595464029236323,1975-10-04,14284,11002,15.9,0.0,270,Blocked
7060,7211,silver,visa,4403252797992338,1973-06-27,3169,-1456,,150.0,12,Closed
7061,3780,Silver,Mastercard,4320282233509,1975-07-31,5061,4322,15.9,,201,Active
7062,3671,Gold,Amex,4908542191605058561,2006-02-01,4485,618,12.5,150.0,415,
7063,5147,silver,visa,348372969836380,1971-02-06,13729,10967,,0.0,280,Active
7064,4170,Gold,Mastercard,4875640413838272211,2010-07-13,7200,3732,12.5,,91,Active
7065,2904,Gold,Visa,6011138825208681,1998-12-15,14767,10602,,150.0,489,Blocked
7066,1670,Gold,visa,4670992047604771,1981-12-31,8933,8620,18.99,,328,active
7067,4847,Gold,Mastercard,4155555167724432,2022-04-15,7999,7162,12.5,,112,active
7068,720,Platinum,Visa,213124186669231,1989-08-23,5662,4908,12.5,,340,active
7069,3479,,Visa,4581967324484665,2015-03-15,7027,12027,15.9,0.0,386,Blocked
7070,1648,silver,Amex,4992653903696691210,2000-05-26,16881,14034,,50.0,270,Active
7071,3126,,visa,4360440488015524,1988-01-10,9565,7667,12.5,0.0,87,Closed
7072,8630,Silver,visa,3569210997895471,2018-05-23,7139,2289,,0.0,410,Active
7073,9084,Gold,Amex,676274934147,2012-07-31,5304,631,12.5,50.0,272,active
7074,10075,Silver,Mastercard,379177032196114,2024-09-09,3351,2265,18.99,0.0,167,
7075,3847,silver,Visa,180051016635307,1988-02-27,17813,15907,22.5,50.0,124,Closed
7076,5881,,Visa,4858794072028924,2005-01-14,19037,14433,,,93,Blocked
7077,7902,Gold,Visa,4632084011336023,2003-04-17,9714,4769,22.5,0.0,297,active
7078,3683,silver,Mastercard,4539160309779340,2001-09-27,4369,1963,12.5,150.0,19,active
7079,2086,Silver,visa,3586566227425424,1971-04-13,7733,3459,,99.0,129,Active
7080,8405,Platinum,,639002662299,2001-01-26,10307,9008,18.99,150.0,81,Active
7081,4066,silver,Mastercard,4869274296710398,1980-06-13,11717,10938,22.5,0.0,22,Blocked
7082,7138,Gold,,5196250736931779,1982-09-26,8536,5416,12.5,,285,active
7083,636,,Amex,3552371589999946,2020-05-06,9601,8400,,99.0,206,Active
7084,6386,Gold,Amex,30460522703727,2006-08-30,18607,14405,,0.0,176,
7085,5099,Platinum,Amex,2225239774104946,2001-09-25,-17411,-21654,15.9,,457,Closed
7086,885,,Mastercard,2640393012245131,2010-04-16,4734,4726,15.9,150.0,68,active
7087,4433,Platinum,Mastercard,347044094315546,2009-01-22,10654,7355,15.9,,157,Closed
7088,5152,Silver,Visa,343229483387800,1989-09-23,15226,13498,12.5,,308,
7089,4251,,Visa,4230470437965519,2021-03-04,13725,9190,15.9,,221,Blocked
7090,2772,Silver,visa,30461722299169,2014-03-19,7886,4575,15.9,150.0,81,Blocked
7091,6979,Platinum,,4403526742996,1993-05-31,10279,8493,15.9,,104,Closed
7092,8120,Silver,Mastercard,4344631783979531726,1976-12-29,19450,15448,,150.0,194,Blocked
7093,5143,Silver,,2669580834638073,1970-08-08,14282,10242,,99.0,61,active
7094,1292,,Visa,501828614625,2011-12-25,5870,3279,22.5,0.0,170,Active
7095,7749,Silver,Mastercard,4515272643041926560,1983-03-14,6357,5515,12.5,0.0,343,Active
7096,7577,silver,visa,30483311454328,1990-01-28,17504,14015,18.99,0.0,424,Closed
7097,4018,Silver,visa,4338642533190389,1994-07-29,4954,3290,18.99,99.0,147,
7098,2109,Platinum,visa,3556709314982990,2015-07-17,12505,8119,15.9,,451,Active
7099,6756,,Amex,675978114931,2010-04-09,3199,-1236,18.99,,419,active
7100,2672,GOLD,Visa,3520958791683422,1975-07-14,10921,7032,12.5,99.0,30,Closed
7101,2458,Platinum,Mastercard,502098691640,2002-09-15,12160,17160,22.5,,21,Blocked
7102,8166,GOLD,visa,4171764188204255,1988-09-20,13556,12067,15.9,99.0,11,active
7103,9609,Silver,Visa,4158054600885189,2021-08-12,16752,13711,12.5,99.0,417,active
7104,3676,Gold,Mastercard,5312539724534713,1982-11-16,8723,5758,,50.0,416,active
7105,9389,,Mastercard,503850656631,1989-12-26,15431,14552,12.5,99.0,128,active
7106,2967,Platinum,Mastercard,6011029716415479,2013-08-12,8726,5160,,50.0,174,Active
7107,10053,Gold,visa,4701031257419183,1977-12-07,15273,13442,12.5,150.0,406,Blocked
7108,2763,,,2349525618833984,2012-02-18,3311,2881,22.5,150.0,230,Blocked
7109,557,Platinum,Amex,4198154770729,1990-08-07,7323,12323,15.9,,299,Active
7110,5123,Silver,,3520917048483119,1972-04-15,7031,2700,15.9,,20,active
7111,6467,GOLD,Mastercard,503811074866,1989-09-16,5969,4964,12.5,,232,active
7112,5173,Gold,Mastercard,576342173688,2004-02-11,14732,10033,18.99,0.0,310,Closed
7113,3181,,,6563842012323441,2016-07-06,16750,14352,15.9,150.0,294,
7114,8623,,visa,4631183703642,1971-03-19,12831,10309,18.99,,394,active
7115,5551,Platinum,,3529522483232533,1995-07-16,9783,5593,,,443,Active
7116,1151,Gold,Mastercard,3570079706311212,2012-12-28,16485,14027,18.99,99.0,261,Closed
7117,4381,Silver,,3520676226439042,1996-02-17,10719,10532,22.5,99.0,186,Blocked
7118,436,Gold,visa,3510311405663863,2000-01-30,4652,914,22.5,99.0,439,Active
7119,5106,Gold,,213141163158186,1999-08-04,15178,12011,15.9,,324,Active
7120,9886,,Mastercard,3550372129640422,1978-03-08,9881,9839,15.9,,401,
7121,9563,Platinum,Visa,6560479682154476,2023-08-30,7814,3361,18.99,99.0,287,Blocked
7122,7684,silver,Mastercard,30151829709851,1998-08-27,5279,1143,,50.0,496,active
7123,8298,GOLD,Visa,4346706823877273800,2021-12-29,15987,12911,22.5,0.0,155,Active
7124,1289,GOLD,Mastercard,30566460724499,2006-06-24,6820,2635,15.9,0.0,59,Blocked
7125,8959,GOLD,visa,6011810288066893,1990-09-28,15706,12151,12.5,0.0,357,
7126,2525,Gold,Mastercard,373384039895013,2023-04-27,8907,5236,22.5,,294,Closed
7127,5707,GOLD,Visa,2700700071740553,1974-09-07,12711,8290,,150.0,83,Blocked
7128,2515,Gold,Visa,675942964213,1977-03-03,12331,10303,12.5,50.0,307,Closed
7129,7285,Gold,Mastercard,4696162239480345,2010-12-29,7902,4794,,0.0,495,Closed
7130,2408,GOLD,Amex,30001953263029,2023-11-02,5516,4303,12.5,,428,Active
7131,5284,,Amex,3581431462528389,1998-05-27,8714,7598,18.99,150.0,393,Blocked
7132,728,Platinum,Amex,2240845570649289,2009-02-02,7197,4912,22.5,99.0,183,
7133,3080,GOLD,,3524083518302234,1998-11-22,7452,6881,22.5,99.0,378,
7134,3504,Gold,visa,4384914023949597,2016-04-22,13882,10024,18.99,150.0,13,Closed
7135,5297,,,370344290778269,2001-04-10,3290,894,,,430,Blocked
7136,6155,GOLD,Visa,180075408666547,2012-11-29,16417,11994,15.9,0.0,10,Active
7137,10422,,Mastercard,4421805554995509905,1974-04-02,12743,10387,18.99,99.0,368,Blocked
7138,6628,Platinum,Mastercard,3561180118705172,2015-11-19,6905,5905,15.9,,153,Active
7139,10405,silver,Amex,2266224154061858,1974-03-13,17472,17199,22.5,,468,Closed
7140,4798,,Amex,4603546429782463300,1998-11-09,9182,5780,12.5,99.0,166,Active
7141,7387,,,3542553916892323,2023-11-02,4805,2835,15.9,0.0,285,Active
7142,9948,Silver,,4194224688454,2021-12-25,14555,10597,18.99,,70,Active
7143,326,Silver,Visa,6502233087386709,2016-04-29,12951,9378,15.9,,297,Blocked
7144,3754,,Mastercard,213152582823656,2016-12-13,4099,-128,18.99,150.0,257,
7145,2746,Platinum,,213154625055528,2007-10-24,16651,15540,,0.0,23,Active
7146,8182,Gold,Amex,2243135789498281,1994-04-29,8679,8111,12.5,150.0,51,Closed
7147,9915,,visa,377794841576567,2010-04-16,2571,-2176,15.9,0.0,201,Active
7148,4226,Silver,visa,2264275886629893,1992-09-04,6174,5457,18.99,0.0,51,Blocked
7149,7081,GOLD,visa,4908732800206,1981-04-11,9991,5342,22.5,99.0,219,
7150,4735,Platinum,Visa,4923752531021220,2000-09-14,16946,13430,15.9,99.0,363,active
7151,2082,silver,Visa,343894555379009,1990-10-27,7539,12539,18.99,0.0,287,Active
7152,5867,GOLD,Visa,3536886004330733,2001-03-28,13170,11886,12.5,50.0,423,Closed
7153,8471,Silver,,4554131469676753412,1984-09-28,18869,13957,22.5,,372,Closed
7154,6207,silver,Mastercard,4237230302337,1973-04-13,6118,2379,,0.0,316,
7155,8293,GOLD,visa,2235129803347921,2021-10-05,7777,3753,15.9,,37,Closed
7156,7411,silver,Mastercard,30031881167976,1981-12-01,18918,18003,15.9,50.0,400,
7157,6044,Platinum,Mastercard,4246256167320975462,2017-08-27,8662,7801,22.5,50.0,362,
7158,3744,Silver,Amex,4647603815891136646,1971-12-16,10576,7101,,150.0,96,
7159,10123,Silver,Amex,213134587524349,1986-06-18,2047,-2456,12.5,,45,Active
7160,4050,Platinum,Amex,378126284759013,2005-01-28,19083,14753,22.5,99.0,142,active
7161,1807,Platinum,visa,630480801111,2018-01-22,15934,15293,22.5,,155,
7162,5601,GOLD,Amex,370643435424832,2018-11-06,8437,6737,18.99,50.0,350,Blocked
7163,1492,Platinum,visa,4818328069364585,2001-05-10,6716,3426,,,357,
7164,1942,silver,Visa,3599395735822715,1979-12-27,8385,5310,12.5,50.0,314,active
7165,3098,Platinum,Mastercard,3568746695519005,2021-05-15,10399,6090,12.5,150.0,213,
7166,10216,Silver,Amex,4099548452004965,1981-08-08,17317,13255,,,484,Active
7167,8572,Gold,,3557808729370848,1972-11-13,6924,1947,22.5,,228,Closed
7168,2969,,visa,377859933003539,2017-05-27,-17993,-18239,12.5,0.0,381,active
7169,615,Platinum,,4849350521818340,1998-04-18,9740,8354,18.99,150.0,189,active
7170,3914,Platinum,Amex,4985716794762876325,2016-09-15,7089,3404,15.9,0.0,463,Blocked
7171,420,,Mastercard,060413145990,1989-03-05,11515,9043,22.5,99.0,216,Active
7172,6098,silver,Mastercard,3538107786791192,1984-06-17,18393,15980,15.9,50.0,328,Closed
7173,495,GOLD,visa,30443828486023,2013-06-23,18726,15312,15.9,150.0,251,Active
7174,342,,visa,4398565347232534,1998-11-30,14615,12688,,50.0,184,Blocked
7175,9890,GOLD,Visa,2564634027391358,1983-03-04,13677,12422,22.5,0.0,196,Closed
7176,5958,silver,Mastercard,349785791574649,1976-12-06,7391,6551,15.9,,422,Active
7177,3780,GOLD,,180072987856334,1983-11-23,7245,6568,22.5,50.0,34,active
7178,6368,GOLD,Visa,348440625365720,1975-05-02,10447,6794,18.99,99.0,262,Closed
7179,4800,,Mastercard,3510864036557029,1977-09-25,14194,12526,,,296,Blocked
7180,9413,Platinum,visa,501883242726,1988-10-11,11541,11443,12.5,,494,
7181,2663,silver,visa,3569235879507472,1977-03-17,12958,12707,12.5,,334,Blocked
7182,8808,,Visa,4936886330654,1982-12-08,19748,15209,12.5,,414,Closed
7183,5651,silver,visa,3541980740927846,2011-02-01,17329,16727,18.99,150.0,122,
7184,8862,Platinum,Visa,38995301776628,1972-11-12,7978,7489,18.99,150.0,304,Closed
7185,8267,Silver,Mastercard,376478261026995,2006-03-18,15671,13952,22.5,99.0,362,active
7186,8329,GOLD,Visa,180062310682093,1994-07-21,17401,16057,18.99,150.0,116,
7187,2053,,Visa,4413907966663266689,1992-02-08,12755,10374,12.5,50.0,260,Active
7188,9679,Platinum,Visa,4489224799826324,1980-03-04,-18884,-21349,,99.0,347,Closed
7189,9159,Platinum,visa,3569444653107471,1972-07-09,6363,2986,12.5,150.0,315,
7190,6464,Gold,Amex,5358899500695962,2017-05-12,13178,11410,22.5,50.0,426,
7191,700,Silver,Amex,6011827794427484,1973-01-02,3541,2258,15.9,150.0,13,Active
7192,6785,silver,visa,4890158377121497,2022-02-15,7060,5967,22.5,50.0,396,Closed
7193,5385,GOLD,,2720764825168004,1995-08-01,6712,4763,15.9,0.0,266,Closed
7194,6897,GOLD,,503882411096,2012-11-30,4040,1321,,150.0,117,Blocked
7195,1775,GOLD,,4372657239273864,1977-07-11,2684,1715,22.5,150.0,441,Blocked
7196,9931,Silver,,639032578804,2022-07-04,8683,5275,15.9,50.0,152,Blocked
7197,9011,Platinum,,180045853840574,1984-01-01,6488,5622,18.99,0.0,342,Closed
7198,315,Gold,Visa,3506664025790193,1991-12-17,8580,5295,,,53,
7199,2069,GOLD,Mastercard,3579276255838345,1979-06-10,9657,5377,,150.0,418,active
7200,3249,Silver,Visa,4589060648530470,1972-01-29,15000,14835,18.99,0.0,327,active
7201,5844,GOLD,Visa,4106594937311,1977-12-10,16302,15592,15.9,50.0,152,Blocked
7202,8306,GOLD,Visa,4846358749632982,2020-01-08,15072,12668,15.9,50.0,325,Blocked
7203,9694,GOLD,Mastercard,4247406523608457,2003-01-02,19231,16373,18.99,0.0,428,Blocked
7204,957,GOLD,Visa,4777574898577173,2016-08-09,16189,13198,,0.0,297,
7205,625,,Visa,6011624034705542,2009-06-15,3808,116,12.5,50.0,397,
7206,2517,silver,Amex,676260003774,1970-08-27,5984,3370,12.5,0.0,195,Blocked
7207,9124,GOLD,Mastercard,30258188712531,2004-09-18,3315,-1537,15.9,,89,Active
7208,6821,,Visa,4043113729343,1998-01-09,14230,10416,,,83,Blocked
7209,7856,Platinum,visa,348923676164316,2001-01-27,19930,17619,,150.0,237,active
7210,6308,Gold,Visa,4645585488909618,1973-11-05,4407,2463,15.9,0.0,122,Blocked
7211,1396,GOLD,,3548575386087328,1986-02-23,16765,13113,18.99,150.0,250,Closed
7212,412,Gold,Amex,374935960354392,2006-11-28,12999,10622,22.5,99.0,387,active
7213,7679,GOLD,visa,30157248848543,1994-07-26,2540,-680,15.9,150.0,180,Closed
7214,6578,silver,,4287304522110198,2003-03-06,4551,234,18.99,0.0,340,active
7215,3345,Silver,Amex,3518157744424729,1987-07-31,17900,17885,12.5,,85,
7216,5939,silver,Visa,630477760445,1995-10-26,19223,15262,18.99,150.0,202,active
7217,3645,silver,Amex,3574491341199348,1985-07-01,-5114,-5381,,0.0,205,active
7218,5652,,Mastercard,343888021359918,2013-02-21,7065,4278,22.5,50.0,51,Active
7219,8136,Gold,Amex,2706792272578191,2007-02-03,10867,10177,15.9,99.0,144,Active
7220,595,GOLD,Mastercard,30446608724430,2009-07-16,15363,13622,22.5,,66,Blocked
7221,8386,Platinum,Visa,378319561466184,2004-04-27,2120,-964,18.99,150.0,353,active
7222,5856,,Mastercard,3538464533425883,1973-01-02,2498,1222,22.5,99.0,83,Blocked
7223,5818,silver,Mastercard,4466137116328419,2008-06-28,2568,-353,15.9,50.0,401,
7224,422,GOLD,Mastercard,4129807718669076,1977-12-11,2620,-862,22.5,99.0,427,active
7225,8186,Silver,Amex,36458360930836,2022-11-20,13922,10887,12.5,0.0,187,Blocked
7226,7174,Gold,,4472137918899,1997-11-15,5307,2108,12.5,0.0,127,
7227,1366,Platinum,visa,6536501863454549,2022-06-13,17317,12579,22.5,,421,Blocked
7228,1531,GOLD,Visa,3527413863367317,2015-07-01,12926,9436,15.9,50.0,67,Blocked
7229,4148,,visa,213143135813906,1983-07-06,18383,16105,12.5,0.0,451,Blocked
7230,4194,Silver,,374800868282618,1999-04-29,14644,14342,22.5,99.0,500,Blocked
7231,7083,GOLD,visa,213113130892098,1971-09-07,5362,2994,15.9,,320,active
7232,6011,silver,Mastercard,213160250428153,1992-07-21,8114,6197,18.99,50.0,225,Blocked
7233,5316,GOLD,,30227790489374,2009-10-26,14414,12310,22.5,,45,Closed
7234,313,Platinum,Amex,180037404216479,2005-10-05,19856,19159,18.99,0.0,56,active
7235,4233,Silver,,5153551230347532,2006-08-23,5180,420,18.99,,298,Blocked
7236,1067,GOLD,Amex,6011277682318231,2004-09-23,18504,14903,12.5,150.0,177,active
7237,4284,Gold,Visa,676336892978,2020-02-20,19645,19390,,0.0,125,Active
7238,3682,Platinum,Amex,4792161041010372156,1998-05-07,4553,1593,15.9,50.0,310,active
7239,3474,silver,Amex,3516911285719778,1980-01-23,6536,3333,22.5,50.0,284,Closed
7240,6652,Silver,,3545946381413012,1993-03-25,9879,6273,,50.0,178,
7241,10322,Silver,visa,639092361224,2015-01-28,3604,1435,22.5,,185,Closed
7242,7710,,Visa,4477459841819448,1988-08-03,8285,4986,12.5,150.0,360,
7243,8794,GOLD,visa,4252905886521993,1978-11-16,17609,12831,18.99,,430,Blocked
7244,3828,Gold,,30472505439237,2018-01-06,-17902,-21431,22.5,150.0,434,Blocked
7245,8590,Gold,Mastercard,4012131420395638409,2017-12-12,8752,13752,18.99,150.0,314,active
7246,9082,GOLD,,4646379894559,1998-09-23,5266,2061,22.5,0.0,326,Active
7247,520,,Mastercard,4852541580163,2016-09-19,16431,11679,12.5,50.0,20,Active
7248,8511,GOLD,visa,3593583069193532,1991-12-02,13543,12662,12.5,99.0,45,active
7249,4163,Gold,visa,4412760315118073027,2003-03-01,7224,4410,22.5,50.0,436,
7250,7991,Gold,Amex,5272945418033698,2001-09-24,17960,17706,12.5,150.0,35,Blocked
7251,7898,Gold,visa,373576876214691,1975-12-03,5154,1937,18.99,150.0,305,Active
7252,4943,Gold,Amex,2250673062602831,1982-04-12,12800,11148,15.9,0.0,137,active
7253,10253,Gold,Mastercard,4137213840767840943,1973-10-02,15930,13400,18.99,99.0,127,Blocked
7254,6831,Gold,visa,4089175418667388,1990-11-28,13214,11384,22.5,150.0,83,Closed
7255,7080,Platinum,Visa,503847398776,1972-06-26,8845,8699,,150.0,21,
7256,7053,Silver,Visa,4952902750304,1976-04-28,14662,11291,15.9,,470,Blocked
7257,4037,silver,Mastercard,4306655090709,2012-11-09,19035,18594,15.9,,312,Blocked
7258,1201,Gold,visa,4309330388252026,2000-12-31,2647,791,,,318,Closed
7259,5520,GOLD,visa,3557840381727940,2021-06-04,18665,16740,18.99,50.0,497,active
7260,8522,GOLD,Amex,676305519719,1972-02-21,4522,1260,18.99,0.0,374,Blocked
7261,8537,silver,Visa,3588659874638395,1976-03-22,4786,2794,18.99,99.0,365,Blocked
7262,9818,Platinum,Visa,2720828931805617,2022-02-22,6791,1902,,,444,Closed
7263,3720,Platinum,Mastercard,4882548387199659,2014-09-10,14101,12977,15.9,99.0,112,Active
7264,3921,silver,Mastercard,4116058772851698,1987-08-21,6053,2161,,150.0,312,active
7265,5719,Silver,Visa,3599968015854028,1995-05-10,2714,-2207,15.9,,368,Closed
7266,9127,Silver,visa,213133812267542,2003-09-23,19792,15655,18.99,,116,
7267,7751,GOLD,,4589540502856130570,2000-08-22,2651,-2256,,150.0,297,Active
7268,3769,Silver,Visa,630407628225,2021-01-17,11467,9917,12.5,50.0,278,Blocked
7269,923,,Visa,30197124684331,2018-02-10,7492,6017,,99.0,230,Blocked
7270,1132,GOLD,Amex,4456991488333585733,1988-04-21,4790,50,,0.0,106,Closed
7271,10035,GOLD,Visa,30145857977109,2013-10-30,14574,14231,12.5,99.0,337,Closed
7272,867,Silver,visa,30226365042691,2024-07-11,14347,10656,22.5,,147,Closed
7273,5757,GOLD,Visa,378776319796354,2025-10-16,14571,12933,22.5,,336,Closed
7274,8771,GOLD,Mastercard,213105956161251,2011-06-30,-19539,-21996,12.5,0.0,171,Active
7275,6576,GOLD,Amex,376107443450902,1972-02-14,18827,15294,12.5,50.0,275,Closed
7276,3568,GOLD,,4407077122813,1996-07-07,3317,380,12.5,,180,
7277,9833,silver,Mastercard,30331286555985,1984-08-01,17106,12819,15.9,0.0,234,Blocked
7278,3503,silver,Visa,4309512175861,1998-08-03,11871,8212,18.99,99.0,405,Blocked
7279,8475,silver,Visa,578865048297,1981-07-01,12599,8907,,150.0,82,Closed
7280,9218,Gold,visa,501869051752,1978-07-06,11886,9410,,0.0,430,Blocked
7281,5691,Silver,Visa,30298817652955,2016-05-14,4659,4094,,0.0,73,
7282,2378,Gold,Amex,180064081982769,2025-12-16,17470,13048,15.9,150.0,300,active
7283,2273,Gold,visa,6011511677112377,2014-07-18,6917,6660,15.9,99.0,497,Blocked
7284,9552,,Mastercard,6011042358889992,1971-07-01,6955,3289,18.99,99.0,134,active
7285,6731,GOLD,,6516546983405834,2016-09-18,6118,5233,22.5,150.0,187,
7286,8105,Silver,visa,4301492627932541025,1989-08-08,9987,8982,18.99,150.0,393,active
7287,3736,GOLD,Amex,2299806931414870,1990-08-28,6618,11618,12.5,50.0,147,
7288,504,Platinum,,4726203678509,1998-01-08,13361,11646,18.99,150.0,443,Blocked
7289,8964,Platinum,Amex,180094714738809,2008-12-07,7500,4069,15.9,0.0,180,Active
7290,7584,GOLD,,4186488844809983,1978-10-06,19258,17342,22.5,150.0,406,Active
7291,10372,Platinum,Amex,4479623073354478055,2002-10-10,5065,175,22.5,50.0,493,
7292,7127,GOLD,Amex,6011660165338075,2025-07-22,17349,14967,18.99,150.0,84,Blocked
7293,8795,GOLD,,4477467369832743,1974-02-15,6614,4591,22.5,150.0,206,Closed
7294,9903,silver,Mastercard,2285925581792462,1996-07-24,12815,11857,12.5,0.0,394,active
7295,4685,Silver,Amex,378191510670640,2004-07-02,13202,13103,18.99,50.0,166,Active
7296,422,GOLD,visa,4196138372710264672,1992-11-18,2242,-1368,22.5,150.0,492,Active
7297,4957,,Visa,4654308538331327807,2007-12-21,12849,12700,,99.0,344,active
7298,7323,silver,Visa,4738888894499259,2016-07-29,7473,3786,,0.0,435,active
7299,1147,GOLD,Visa,38041228100145,1992-11-17,4610,346,22.5,50.0,446,Active
7300,8594,Gold,Mastercard,38017491845111,1979-12-05,15262,15193,18.99,99.0,374,Blocked
7301,5125,silver,,6576439303699483,1999-04-01,8532,3979,15.9,99.0,89,active
7302,4404,Silver,Amex,4846544936372660,1972-06-04,8421,5933,,99.0,436,Closed
7303,2054,Silver,Amex,373217961743852,1993-09-01,18486,15390,15.9,,103,active
7304,9551,,,370057694283674,2014-01-20,6430,3501,22.5,150.0,128,
7305,5408,Gold,Mastercard,4075485020488370,2014-07-30,12564,8587,12.5,,307,
7306,1460,,Mastercard,3597160711943519,2024-03-03,19793,17662,18.99,99.0,162,Blocked
7307,2898,,visa,4576326456511042,1989-07-09,6626,3176,22.5,0.0,470,
7308,9301,Platinum,Amex,4449461089700087,1981-11-16,12431,17431,18.99,99.0,196,Blocked
7309,7299,Gold,,4292994962516052923,1978-02-17,16759,15710,,150.0,140,Active
7310,9648,Silver,Amex,6011840571144289,2000-08-13,8418,7540,12.5,,30,Closed
7311,3643,GOLD,Mastercard,3577432377478294,1991-04-29,17844,17534,12.5,,116,Blocked
7312,4961,Gold,visa,3563093033304070,2009-02-12,9508,8956,18.99,99.0,240,Active
7313,6548,,Mastercard,3545283283927273,1997-08-17,11902,8905,18.99,0.0,231,Blocked
7314,8536,Gold,,4847647213654582,1999-08-21,7428,5339,15.9,150.0,494,Active
7315,7013,GOLD,Mastercard,4381553549917267,1995-03-31,6346,3190,,,419,Closed
7316,1403,GOLD,visa,213182825181562,2014-04-18,10311,6271,18.99,50.0,461,
7317,4237,silver,,5360033513232367,2017-02-12,17748,14142,,99.0,392,Blocked
7318,677,,Visa,4814464165863875,2007-12-05,4040,1204,18.99,0.0,364,Closed
7319,2204,,Mastercard,342164051951367,1992-04-19,13402,10808,15.9,150.0,426,Blocked
7320,5539,Gold,,4252674344067,1997-01-19,2157,7157,12.5,50.0,259,Closed
7321,2326,silver,Amex,4773396322916536,1975-04-19,11400,9178,15.9,50.0,293,Blocked
7322,1021,Gold,Amex,4684742327164051,2010-11-28,16662,12929,18.99,,141,active
